,0
1194,Business intelligence and data analysis software
1195,Qlik Tech QlikView
1196,Calendar and scheduling software
1197,Scheduling software
1198,Cloud-based data access and sharing software
1199,Microsoft SharePoint
1200,Data base reporting software
1201,SAP BusinessObjects Crystal Reports
1202,Data base user interface and query software
1203,Corel Paradox
1204,Database software
1205,Microsoft Access
1206,Oracle DBMS
1207,Electronic mail software
1208,IBM Lotus Notes
1209,Microsoft Outlook
1210,Enterprise resource planning ERP software
1211,Microsoft Dynamics
1212,NetSuite ERP
1213,Oracle JD Edwards EnterpriseOne
1214,Oracle PeopleSoft
1215,Financial analysis software
1216,Oracle PeopleSoft Enterprise Financial Management Solutions
1217,Internet browser software
1218,Web browser software
1219,Inventory management software
1220,Materials requirements planning logistics and supply chain software
1221,Infor Lawson Supply Chain Management
1222,Materials requirement planning MRP software
1223,Office suite software
1224,Microsoft Office
1225,Point of sale POS software
1226,Presentation software
1227,Microsoft PowerPoint
1228,Process mapping and design software
1229,Microsoft Visio
1230,Procurement software
1231,Ariba Spend Management Suite
1232,Automated purchase order software
1233,Bottomline Technologies Bottomline Sprinter Purchasing Manager
1234,PurchasingNet eProcurement
1235,Project management software
1236,Microsoft Project
1237,Oracle Primavera P6 Enterprise Portfolio Project Management
1238,Spreadsheet software
1239,Microsoft Excel
1240,Word processing software
1241,Microsoft Word
1242,Accounting software
1243,Financial reporting software
1244,Data base user interface and query software
1245,FPA Software MACCS
1246,HMIS Advantage
1247,Mortware Professional
1248,Twin Tiers Technologies CIMS
1249,Electronic mail software
1250,Email software
1251,Microsoft Outlook
1252,Internet browser software
1253,Web browser software
1254,Office suite software
1255,Microsoft Office
1256,Presentation software
1257,funeralOne Life Tributes
1258,Microsoft PowerPoint
1259,Spreadsheet software
1260,Microsoft Excel
1261,Video creation and editing software
1262,CodeJam MemoriesOnTV
1263,Word processing software
1264,Microsoft Word
1265,Data base user interface and query software
1266,Collection Point Management System CPMS
1267,Data entry software
1268,Postal tracking software
1269,Web Box Activity Tracing System WebBATS
1270,Electronic mail software
1271,Email software
1272,Enterprise resource planning ERP software
1273,SAP
1274,Facilities management software
1275,Vehicle management software
1276,Human resources software
1277,Personnel management software
1278,Personnel scheduling software
1279,Internet browser software
1280,Web browser software
1281,Map creation software
1282,Postal boundary mapping software
1283,Office suite software
1284,Microsoft Office
1285,Operating system software
1286,Microsoft Windows
1287,Point of sale POS software
1288,Presentation software
1289,Microsoft PowerPoint
1290,Procurement software
1291,eBuy
1292,Spreadsheet software
1293,Microsoft Excel
1294,Time accounting software
1295,Payroll software
1296,Word processing software
1297,Microsoft Word
1298,Access software
1299,Citrix
1300,Accounting software
1301,Fund accounting software
1302,Intuit QuickBooks
1303,Tax software
1304,Analytical or scientific software
1305,IBM SPSS Statistics
1306,SAS
1307,The MathWorks MATLAB
1308,Application server software
1309,GitHub
1310,Business intelligence and data analysis software
1311,IBM Cognos Impromptu
1312,MicroStrategy
1313,Oracle Business Intelligence Enterprise Edition
1314,Qlik Tech QlikView
1315,Cloud-based data access and sharing software
1316,Dropbox
1317,Google Drive
1318,Microsoft SharePoint
1319,Slack
1320,Cloud-based management software
1321,Splunk Enterprise
1322,Communications server software
1323,IBM Domino
1324,Computer based training software
1325,Padlet
1326,Content workflow software
1327,Atlassian JIRA
1328,Customer relationship management CRM software
1329,Blackbaud The Raiser's Edge
1330,Oracle Eloqua
1331,QAD Marketing Automation
1332,Salesforce software
1333,Data base management system software
1334,Apache Hive
1335,Apache Solr
1336,Elasticsearch
1337,Oracle PL/SQL
1338,Data base reporting software
1339,Database reporting software
1340,Data base user interface and query software
1341,Airtable
1342,Amazon Redshift
1343,MySQL
1344,Yardi software
1345,Data mining software
1346,Google Analytics
1347,Desktop communications software
1348,Eko
1349,Desktop publishing software
1350,Adobe Systems Adobe InDesign
1351,Microsoft Publisher
1352,Development environment software
1353,Microsoft Azure
1354,Microsoft Visual Basic for Applications VBA
1355,Microsoft Visual Basic Scripting Edition VBScript
1356,Ruby
1357,Document management software
1358,Adobe Systems Adobe Acrobat
1359,Adobe Systems Adobe Reader
1360,Electronic mail software
1361,IBM Notes
1362,Microsoft Outlook
1363,Enterprise application integration software
1364,Extensible markup language XML
1365,IBM InfoSphere DataStage
1366,Enterprise resource planning ERP software
1367,Microsoft Dynamics
1368,NetSuite ERP
1369,Oracle Hyperion
1370,Oracle PeopleSoft
1371,Enterprise system management software
1372,IBM Power Systems software
1373,Expert system software
1374,Oracle Beehive
1375,Financial analysis software
1376,Delphi Technology
1377,Oracle E-Business Suite Financials
1378,Graphics or photo imaging software
1379,Adobe Systems Adobe Creative Cloud
1380,Adobe Systems Adobe Illustrator
1381,JamBoard
1382,SmugMug Flickr
1383,Information retrieval or search software
1384,LexisNexis
1385,Internet browser software
1386,Web browser software
1387,Multi-media educational software
1388,Nearpod
1389,Network conferencing software
1390,LogMeIn GoToWebinar
1391,Object or component oriented development software
1392,Jupyter Notebook
1393,Python
1394,R
1395,Swift
1396,Office suite software
1397,Microsoft Office
1398,Operating system software
1399,Apple macOS
1400,Presentation software
1401,Apple Keynote
1402,Google Slides
1403,Mentimeter
1404,Microsoft PowerPoint
1405,Process mapping and design software
1406,Microsoft Visio
1407,Project management software
1408,Confluence
1409,Microsoft Project
1410,Microsoft Teams
1411,Sales and marketing software
1412,Google AdWords
1413,HubSpot software
1414,Marketo Marketing Automation
1415,Spreadsheet software
1416,Microsoft Excel
1417,Transaction security and virus protection software
1418,McAfee
1419,Symantec
1420,Transaction server software
1421,Armand Morin MultiTrack Generator
1422,Video conferencing software
1423,Google Meet
1424,LogMeIn GoToMeeting
1425,Video creation and editing software
1426,Adobe Systems Adobe After Effects
1427,Flipgrid
1428,Screencastify
1429,YouTube
1430,Web page creation and editing software
1431,Adobe Systems Adobe Dreamweaver
1432,Facebook
1433,LinkedIn
1434,Social media sites
1435,Web platform development software
1436,Cascading style sheets CSS
1437,Drupal
1438,Oracle JavaServer Pages JSP
1439,Ruby on Rails
1440,Word processing software
1441,Evernote
1442,Google Docs
1443,Microsoft Word
1444,Accounting software
1445,Sage 50 Accounting
1446,Tax software
1447,Analytical or scientific software
1448,IBM SPSS Statistics
1449,SAS
1450,Business intelligence and data analysis software
1451,IBM Cognos Impromptu
1452,MicroStrategy
1453,Oracle Business Intelligence Enterprise Edition
1454,Qlik Tech QlikView
1455,Calendar and scheduling software
1456,Contact management software
1457,Scheduling software
1458,Cloud-based data access and sharing software
1459,Dropbox
1460,Google Drive
1461,Microsoft SharePoint
1462,Cloud-based management software
1463,Splunk Enterprise
1464,Computer aided design CAD software
1465,Bentley MicroStation
1466,Customer relationship management CRM software
1467,Eden Sales Manager
1468,HEAT Software GoldMine
1469,Oracle Eloqua
1470,Salesforce software
1471,Data base management system software
1472,Teradata Database
1473,Data base reporting software
1474,SAP BusinessObjects Crystal Reports
1475,SAP Crystal Reports
1476,Data base user interface and query software
1477,Airtable
1478,Microsoft SQL Server
1479,Oracle software
1480,Yardi software
1481,Data mining software
1482,Google Analytics
1483,Desktop communications software
1484,Eko
1485,Desktop publishing software
1486,Microsoft Publisher
1487,Development environment software
1488,Eclipse IDE
1489,Microsoft Azure
1490,Microsoft Visual Basic
1491,Microsoft Visual Basic for Applications VBA
1492,Document management software
1493,Adobe Systems Adobe Acrobat
1494,Electronic mail software
1495,IBM Notes
1496,Microsoft Exchange
1497,Microsoft Outlook
1498,Enterprise resource planning ERP software
1499,Microsoft Dynamics GP
1500,NetSuite ERP
1501,Oracle Hyperion
1502,Oracle JD Edwards EnterpriseOne
1503,Enterprise system management software
1504,IBM Power Systems software
1505,Financial analysis software
1506,Delphi Discovery
1507,Delphi Technology
1508,Oracle E-Business Suite Financials
1509,Geographic information system
1510,Geographic information system GIS software
1511,Graphics or photo imaging software
1512,Adobe Systems Adobe Creative Cloud
1513,Adobe Systems Adobe Flash
1514,SmugMug Flickr
1515,Human resources software
1516,Human resource management software HRMS
1517,Oracle Taleo
1518,Workforce management software
1519,Information retrieval or search software
1520,LexisNexis
1521,Internet browser software
1522,Web browser software
1523,Inventory management software
1524,Inventory software
1525,Object or component oriented development software
1526,R
1527,Office suite software
1528,Microsoft Office
1529,Operating system software
1530,Microsoft Windows
1531,Presentation software
1532,Apple Keynote
1533,Google Slides
1534,Microsoft PowerPoint
1535,Poll Everywhere
1536,Process mapping and design software
1537,Microsoft Visio
1538,Project management software
1539,Microsoft Project
1540,Microsoft Teams
1541,Oracle Primavera Enterprise Project Portfolio Management
1542,Sales and marketing software
1543,Google AdWords
1544,HubSpot software
1545,Marketo Marketing Automation
1546,Spreadsheet software
1547,Microsoft Excel
1548,Transaction security and virus protection software
1549,McAfee
1550,Symantec
1551,Video conferencing software
1552,Google Meet
1553,LogMeIn GoToMeeting
1554,Zoom
1555,Video creation and editing software
1556,YouTube
1557,Web page creation and editing software
1558,Facebook
1559,Google Sites
1560,LinkedIn
1561,Social media sites
1562,Web platform development software
1563,Hypertext markup language HTML
1564,Word processing software
1565,Google Docs
1566,Microsoft Word
1567,Analytical or scientific software
1568,Business analysis software
1569,Data visualization software
1570,Google Analytics
1571,WebTrends Analytics
1572,Business intelligence and data analysis software
1573,Actuate BIRT
1574,Google DoubleClick
